,Unnamed: 0,movie_id,name
894,59754,11977,Bill Murray
895,59806,18041,James Marsden
896,59834,3536,Matthew McConaughey
897,59851,1443,Danny DeVito
898,59871,10424,John Malkovich
899,59963,10564,Keith David
900,60021,15723,Kevin Spacey
901,60022,15723,Danny DeVito
902,60377,5491,John Travolta
903,60379,5491,Forest Whitaker
904,60439,10688,Ethan Hawke
905,60444,10688,Bill Murray
906,60448,10688,Steve Zahn
907,60775,955,Tom Cruise
908,60781,955,Brendan Gleeson
909,60793,8584,Owen Wilson
910,61412,9600,Paul Giamatti
911,62214,169,Danny Glover
912,62251,865,Arnold Schwarzenegger
913,62377,635,Robert De Niro
914,62507,9679,Nicolas Cage
915,62514,9679,Robert Duvall
916,62741,592,Gene Hackman
917,62745,592,Harrison Ford
918,62749,592,Robert Duvall
919,63106,479,Samuel L. Jackson
